facility_id,no,name,facility_type,tenure_type,entry_requirement,insurance_designation,provider_no,address,phone,capacity,room_type,opened_on,tokurei_from,access,corporate_name,corp_zip,corp_address,notified_on,changed_on,remarks,is_jusho_chi_tokurei,ward,address_detail,capacity_num,source,source_date
163,163,みつばメゾン大宮南中丸,住宅型有料老人ホーム,利用権方式,入居時・要支援・要介護,在宅サービス利用可,,見沼区南中丸205-1,048-795-6275,36,全室個室9.94m2,R4.11.1,R4.11.1,JR大宮駅 バス約18分,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,R4.6.20,,,True,見沼区,南中丸205-1,36.0,さいたま市 有料老人ホーム一覧表,2025-07-01
164,164,住宅型有料老人ホーム夢眠おおみやきた,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,北区 吉野町2‐214‐3,048-662-9547,8,全室個室18.00m2,R4.12.1,R4.12.1,JR宮原駅東口よりバス10分「吉野町車庫」下車徒歩3分,株式会社夢眠ホーム,4610001,愛知県名古屋市東区泉三丁目7番9号 グランエールサノヤ 3F,R4.10.19,,,True,北区,吉野町2‐214‐3,8.0,さいたま市 有料老人ホーム一覧表,2025-07-01
165,165,PDハウス南与野,住宅型有料老人ホーム,利用権方式,入居時・要介護,在宅サービス利用可,,中央区大戸6-10-11,048-833-8101,60,全室個室14.85~16.50m2,R4.12.1,R4.12.1,JR南与野駅 徒歩6分,株式会社サンウェルズ,9200067,石川県金沢市二宮町15-13,R4.3.31,,,True,中央区,大戸6-10-11,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
166,166,みつばメゾン大宮三橋,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,大宮区 三橋4-669-1,048-782-4851,21,全室個室9.93~11.80m2,R5.3.1,R5.3.1,JR大宮駅 バス11分側ヶ谷戸停留所徒歩1分,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,R4.7.22,,,True,大宮区,三橋4-669-1,21.0,さいたま市 有料老人ホーム一覧表,2025-07-01
167,167,みつばメゾン南与野,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,桜区 中島1-23-11,048-767-5553,20,全室個室9.12~9.33m2,R5.3.13,R5.3.13,JR南与野駅 徒歩11分,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,R4.7.28,,,True,桜区,中島1-23-11,20.0,さいたま市 有料老人ホーム一覧表,2025-07-01
168,168,ReHOPE浦和美園,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,緑区 美園1-36-28,048-829-9413,51,全室個室13.02m2~13.99m2,R5.7.1,R5.7.1,埼玉高速鉄道 浦和美園駅東口から徒歩20分,株式会社シーユーシー・ホスピス,1080023,東京都港区芝浦3-1-1,R5.4.3,,,True,緑区,美園1-36-28,51.0,さいたま市 有料老人ホーム一覧表,2025-07-01
169,169,みつばメゾン大宮若葉,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,見沼区 南中丸633,048‐878-9697,25,全室個室7.91~8.28m2,R5.8.1,R5.8.1,電車・バス利用の場合大宮駅から8分、「中川坂上」停留所下車徒歩9分,株式会社ベストケア・パートナーズ,3360031,埼玉県さいたま市南区鹿手袋4-4-1,R4.10.26,,,True,見沼区,南中丸633,25.0,さいたま市 有料老人ホーム一覧表,2025-07-01
170,170,みつばメゾン浦和中尾,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,緑区 中尾333-1,048-714-0481,21,全室個室9.32~10.25m2,R5.9.1,R5.9.1,JR浦和駅からバス10分「花月」下車徒歩2分,株式会社ベストケア・パートナーズ,3360031,埼玉県さいたま市南区鹿手袋4-4-1,R4.10.26,,,True,緑区,中尾333-1,21.0,さいたま市 有料老人ホーム一覧表,2025-07-01
171,171,みつばメゾン浦和白鍬,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,桜区 白鍬1107,048-789-6240,24,全室個室9.32m2,R5.11.1,R5.11.1,電車・バス]利用の場合与野本町駅からバスで6分、「八王子」停留所下車、徒歩3分,株式会社ベストケア・パートナーズ,3360031,埼玉県さいたま市南区鹿手袋4-4-1,R5.3.20,,,True,桜区,白鍬1107,24.0,さいたま市 有料老人ホーム一覧表,2025-07-01
172,172,南与野ガーデン,住宅型有料老人ホーム,利用権方式,入居時要介護,在宅サービス利用可,,中央区鈴谷5-9-28,048-767-5692,103,全室個室15.12m2~15.40m2,R5.12.1,R5.12.1,JR南与野駅 徒歩9分,株式会社ケアギバー・ジャパン,1050012,東京都港区芝大門2-3-11 芝清水ビル2階,R5.10.27,,,True,中央区,鈴谷5-9-28,103.0,さいたま市 有料老人ホーム一覧表,2025-07-01
173,173,エクラシア武蔵浦和,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,南区 南区鹿手袋4-5-10,050-6861-9174,64,全室個室13.20m2~13.79m2,R6.3.1,R6.3.1,JR武蔵浦和駅バス5分・降車後3分,株式会社エクラシア,3360025,さいたま市南区文蔵1丁目17-10 宮前第一ビル,R5.7.25,,,True,南区,南区鹿手袋4-5-10,64.0,さいたま市 有料老人ホーム一覧表,2025-07-01
174,174,PDハウス東大宮,住宅型有料老人ホーム,利用権方式,入居時要介護,在宅サービス利用可,,見沼区東大宮6-6-2,048-681-1051,60,全室個室14.99m2~17.21m2,R6.6.1,R6.6.1,JR東大宮駅 徒歩12分,株式会社サンウェルズ,9200067,石川県金沢市二宮町15-13,R5.6.6,,,True,見沼区,東大宮6-6-2,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
175,175,ベストリハナーシングホーム大宮東,住宅型有料老人ホーム,利用権方式,入居時要介護,在宅サービス利用可,,見沼区大字風渡野353-1,048-795-9215,45,全室個室13.57m2,R6.7.1,R6.7.1,東部アーバンパークライン七里駅、徒歩5分,ベストリハ株式会社,1100005,東京都千代田区神田錦町二丁目2番地1KANDASQUARE11F,R5.6.28,,,True,見沼区,大字風渡野353-1,45.0,さいたま市 有料老人ホーム一覧表,2025-07-01
176,176,ほっぺるの家さいたま見沼,住宅型有料老人ホーム,利用権方式,入居時要介護,在宅サービス利用可,,見沼区堀崎町551-1,048-884-9931,54,全室個室15.25m2~16.29m2,R6.8.1,R6.8.1,東武アーバンパークライン大和田駅 徒歩14分,株式会社フォルテ,5400012,大阪府大阪市中央区谷町2-2-22 8F,R5.10.13,,,True,見沼区,堀崎町551-1,54.0,さいたま市 有料老人ホーム一覧表,2025-07-01
177,177,ハッピーライフ大宮,住宅型有料老人ホーム,利用権方式,入居時要介護,在宅サービス利用可,,中央区鈴谷3-9-24,03-5808-9512,104,相部屋5.91m2,R6.7.1,R6.7.1,JR埼京線 南与野駅 徒歩6分,BH株式会社,1100003,東京都台東区根岸2丁目20-5 パストラル根岸701,R6.8.20,,,True,中央区,鈴谷3-9-24,104.0,さいたま市 有料老人ホーム一覧表,2025-07-01
178,178,夢眠みはし,住宅型有料老人ホーム,利用権方式,入居時要介護,在宅サービス利用可,,大宮区三橋2-765,048-788-5917,30,全室個室18m2,R6.10.1,R6.10.1,JR 大宮駅 大宮駅西口よりバス6分「三橋二丁目南」下車、徒歩2分,株式会社夢眠ホーム,4610001,愛知県名古屋市東区泉三丁目7番9号 グランエールサノヤ 3F,R6.9.26,,,True,大宮区,三橋2-765,30.0,さいたま市 有料老人ホーム一覧表,2025-07-01
179,179,みつばメゾン東浦和,住宅型有料老人ホーム,利用権方式,入居時要支援・要介護,在宅サービス利用可,,緑区 東浦和7-19-5,048-799-2856,25,全室個室9.04m2,R7.7.1,R7.7.1,JR武蔵野線東浦和駅徒歩10分,株式会社ベストケア・パートナーズ,3360031,さいたま市南区鹿手袋4-4-1,R7.6.9,,,True,緑区,東浦和7-19-5,25.0,さいたま市 有料老人ホーム一覧表,2025-07-01
180,1,ミモザ浦和,介護付有料老人ホーム(一般型特定施設入居者生活介,利用権方式,入居時要介護,さいたま市指定介護保険地域密着型特定(一般型特定施設),1196500340,桜区 神田715,048-851-2030,29,全室個室18.90m2,H24.11.1,,JR埼京線 与野本町駅 バス5分「神田」下車、徒歩3分,ミモザ株式会社,1400004,東京都品川区南品川二丁目2番5号,H24.5.25,,,False,桜区,神田715,29.0,さいたま市 有料老人ホーム一覧表,2025-07-01
